Time,ID,Temperature,Humidity,xpos,ypos
2024-03-06 10:16:48 UTC,333,23.70000,40.70000,150,20
2024-03-06 10:17:09 UTC,334,23.80000,39.20000,150,20
2024-03-06 10:17:31 UTC,335,23.90000,39.10000,150,20
2024-03-06 10:17:52 UTC,336,24.10000,38.40000,150,20
2024-03-06 10:18:14 UTC,337,24.20000,37.30000,150,20
2024-03-06 10:18:36 UTC,338,24.30000,38.90000,150,20
2024-03-06 10:18:58 UTC,339,24.30000,38.10000,150,20
2024-03-06 10:19:20 UTC,340,24.40000,38.80000,150,20
2024-03-06 10:19:42 UTC,341,24.50000,38.40000,150,20
2024-03-06 10:20:04 UTC,342,24.50000,37.80000,150,20
2024-03-06 10:20:26 UTC,343,24.50000,36.60000,150,20
2024-03-06 10:20:48 UTC,344,24.40000,36.00000,150,20
2024-03-06 10:21:10 UTC,345,24.30000,35.40000,150,20
2024-03-06 10:21:31 UTC,346,24.20000,35.10000,150,20
2024-03-06 10:21:53 UTC,347,24.10000,34.80000,150,20
2024-03-06 10:22:15 UTC,348,24.00000,34.80000,150,20
2024-03-06 10:22:37 UTC,349,23.90000,34.70000,150,20
2024-03-06 10:22:59 UTC,350,23.90000,34.70000,150,20
2024-03-06 10:23:20 UTC,351,23.80000,34.70000,150,20
2024-03-06 10:23:42 UTC,352,23.80000,34.60000,150,20
2024-03-06 10:24:04 UTC,353,23.80000,34.80000,150,20
2024-03-06 10:24:26 UTC,354,23.80000,37.50000,150,20
2024-03-06 10:24:47 UTC,355,23.80000,38.90000,150,20
2024-03-06 10:25:09 UTC,356,23.80000,37.90000,150,20
2024-03-06 10:25:31 UTC,357,23.80000,37.00000,150,20
2024-03-06 10:25:52 UTC,358,23.80000,37.40000,150,20
2024-03-06 10:26:14 UTC,359,23.80000,37.50000,150,20
2024-03-06 10:26:36 UTC,360,23.80000,36.40000,150,20
2024-03-06 10:26:58 UTC,361,23.80000,37.20000,150,20
2024-03-06 10:27:19 UTC,362,23.80000,36.40000,150,20
2024-03-06 10:27:41 UTC,363,23.80000,36.10000,150,20
2024-03-06 10:28:03 UTC,364,23.80000,35.90000,150,20
2024-03-06 10:28:24 UTC,365,23.80000,36.20000,150,20
2024-03-06 10:28:45 UTC,366,23.80000,36.10000,150,20
2024-03-06 10:29:07 UTC,367,23.80000,38.30000,150,20
2024-03-06 10:29:29 UTC,368,23.90000,37.00000,150,20
2024-03-06 10:29:50 UTC,369,23.90000,36.40000,150,20
2024-03-06 10:30:12 UTC,370,23.90000,37.20000,150,20
2024-03-06 10:30:34 UTC,371,23.90000,37.00000,150,20
2024-03-06 10:30:55 UTC,372,24.00000,36.80000,150,20
2024-03-06 10:31:17 UTC,373,23.90000,36.80000,150,20
2024-03-06 10:31:38 UTC,374,24.00000,37.00000,150,20
2024-03-06 10:32:00 UTC,375,24.00000,37.00000,150,20
2024-03-06 10:32:21 UTC,376,24.00000,37.90000,150,20
2024-03-06 10:32:42 UTC,377,24.00000,37.50000,150,20
2024-03-06 10:33:05 UTC,378,24.00000,37.00000,150,20
2024-03-06 10:33:26 UTC,379,24.00000,36.60000,150,20
2024-03-06 10:33:48 UTC,380,24.00000,37.50000,150,20
2024-03-06 10:34:10 UTC,381,24.00000,36.50000,150,20
2024-03-06 10:34:31 UTC,382,24.00000,35.90000,150,20
2024-03-06 10:34:53 UTC,383,24.00000,35.70000,150,20
2024-03-06 10:35:15 UTC,384,24.00000,35.60000,150,20
2024-03-06 10:35:36 UTC,385,24.00000,35.70000,150,20
2024-03-06 10:35:58 UTC,386,24.00000,36.10000,150,20
2024-03-06 10:36:20 UTC,387,24.00000,38.00000,150,20
2024-03-06 10:36:41 UTC,388,24.00000,36.80000,150,20
2024-03-06 10:37:03 UTC,389,24.00000,36.40000,150,20
2024-03-06 10:37:24 UTC,390,24.00000,36.10000,150,20
2024-03-06 10:37:45 UTC,391,24.10000,35.80000,150,20
2024-03-06 10:38:07 UTC,392,24.00000,35.90000,150,20
2024-03-06 10:38:28 UTC,393,24.10000,38.00000,150,20
2024-03-06 10:38:49 UTC,394,24.20000,43.30000,150,20
2024-03-06 10:39:11 UTC,395,24.40000,39.50000,150,20
2024-03-06 10:39:32 UTC,396,24.50000,38.20000,150,20
2024-03-06 10:39:54 UTC,397,24.50000,38.40000,150,20
2024-03-06 10:40:15 UTC,398,24.50000,38.30000,150,20
2024-03-06 10:40:37 UTC,399,24.50000,37.40000,150,20
2024-03-06 10:40:58 UTC,400,24.40000,38.10000,150,20
2024-03-06 10:41:20 UTC,401,24.40000,37.50000,150,20
2024-03-06 10:41:54 UTC,402,24.30000,36.70000,150,20
2024-03-06 10:42:16 UTC,403,24.40000,38.70000,150,20
2024-03-06 10:42:37 UTC,404,24.40000,38.10000,150,20
2024-03-06 10:42:59 UTC,405,24.40000,37.80000,150,20
2024-03-06 10:43:21 UTC,406,24.30000,37.50000,150,20
2024-03-06 10:43:42 UTC,407,24.20000,37.70000,150,20
2024-03-06 10:44:03 UTC,408,24.20000,38.90000,150,20
2024-03-06 10:44:25 UTC,409,24.10000,38.10000,150,20
2024-03-06 10:44:46 UTC,410,24.10000,38.20000,150,20
2024-03-06 10:45:08 UTC,411,24.00000,37.30000,150,20
2024-03-06 10:45:29 UTC,412,24.00000,36.70000,150,20
2024-03-06 10:45:51 UTC,413,24.00000,36.20000,150,20
2024-03-06 10:46:12 UTC,414,24.00000,35.90000,150,20
2024-03-06 10:46:34 UTC,415,24.00000,35.30000,150,20
2024-03-06 10:46:56 UTC,416,23.90000,35.20000,150,20
2024-03-06 10:49:40 UTC,417,23.80000,35.00000,150,20
2024-03-06 10:50:02 UTC,418,23.20000,35.90000,150,20
2024-03-06 10:50:23 UTC,419,23.20000,36.20000,150,20
2024-03-06 10:50:45 UTC,420,23.20000,37.30000,150,20
2024-03-06 10:51:06 UTC,421,23.20000,36.50000,150,20
2024-03-06 10:51:28 UTC,422,23.30000,37.60000,150,20
2024-03-06 10:51:49 UTC,423,23.30000,38.10000,150,20
2024-03-06 10:52:11 UTC,424,23.30000,37.10000,150,20
2024-03-06 10:52:32 UTC,425,23.30000,37.40000,150,20
2024-03-06 10:52:54 UTC,426,23.30000,36.70000,150,20
2024-03-06 10:53:15 UTC,427,23.30000,38.60000,150,20
2024-03-06 10:53:37 UTC,428,23.30000,37.60000,150,20
2024-03-06 10:53:58 UTC,429,23.30000,37.40000,150,20
2024-03-06 10:54:20 UTC,430,23.30000,37.00000,150,20
2024-03-06 10:54:41 UTC,431,23.30000,37.80000,150,20
2024-03-06 10:55:03 UTC,432,23.30000,38.40000,150,20
