Time,ID,Temperature,Humidity,xpos,ypos
2024-03-06T10:38:24+01:00,2,20.80000,42.20000,10,80
2024-03-06T10:38:45+01:00,3,21.40000,43.50000,10,80
2024-03-06T10:39:07+01:00,4,21.10000,40.00000,10,80
2024-03-06T10:39:29+01:00,5,20.90000,41.70000,10,80
2024-03-06T10:39:51+01:00,6,20.50000,42.40000,10,80
2024-03-06T10:40:14+01:00,7,20.60000,42.60000,10,80
2024-03-06T10:40:36+01:00,8,20.70000,42.90000,10,80
2024-03-06T10:40:59+01:00,9,20.90000,43.10000,10,80
2024-03-06T10:41:21+01:00,10,20.80000,42.50000,10,80
2024-03-06T10:41:45+01:00,11,20.80000,42.40000,10,80
2024-03-06T10:42:07+01:00,12,20.80000,42.50000,10,80
2024-03-06T10:42:29+01:00,13,20.90000,42.70000,10,80
2024-03-06T10:42:52+01:00,14,21.00000,42.90000,10,80
2024-03-06T10:43:13+01:00,15,21.00000,42.30000,10,80
2024-03-06T10:43:36+01:00,16,20.90000,42.50000,10,80
2024-03-06T10:43:58+01:00,17,20.80000,42.50000,10,80
2024-03-06T10:44:20+01:00,18,20.80000,42.60000,10,80
2024-03-06T10:44:41+01:00,19,20.90000,42.60000,10,80
2024-03-06T10:45:03+01:00,20,20.90000,42.80000,10,80
2024-03-06T10:45:24+01:00,21,21.20000,42.80000,10,80
2024-03-06T10:45:46+01:00,22,21.10000,42.90000,10,80
2024-03-06T10:46:07+01:00,23,20.80000,42.40000,10,80
2024-03-06T10:46:28+01:00,24,20.60000,42.70000,10,80
2024-03-06T10:46:53+01:00,25,20.70000,42.90000,10,80
2024-03-06T10:47:14+01:00,26,20.90000,43.00000,10,80
2024-03-06T10:47:36+01:00,27,20.70000,43.10000,10,80
2024-03-06T10:47:57+01:00,28,20.60000,42.90000,10,80
2024-03-06T10:48:18+01:00,29,20.60000,43.10000,10,80
2024-03-06T10:48:40+01:00,30,20.60000,42.80000,10,80
2024-03-06T10:49:01+01:00,31,20.30000,42.60000,10,80
2024-03-06T10:49:23+01:00,32,20.30000,42.90000,10,80
2024-03-06T10:49:44+01:00,33,20.30000,43.30000,10,80
2024-03-06T10:50:06+01:00,34,20.30000,43.10000,10,80
2024-03-06T10:50:28+01:00,35,19.90000,42.90000,10,80
2024-03-06T10:50:49+01:00,36,19.80000,42.90000,10,80
2024-03-06T10:51:11+01:00,37,19.80000,43.00000,10,80
2024-03-06T10:51:32+01:00,38,19.50000,43.00000,10,80
2024-03-06T10:51:56+01:00,39,19.10000,43.10000,10,80
2024-03-06T10:52:18+01:00,40,19.10000,43.50000,10,80
2024-03-06T10:52:39+01:00,41,19.30000,44.10000,10,80
2024-03-06T10:53:00+01:00,42,19.40000,44.60000,10,80
2024-03-06T10:53:22+01:00,43,19.80000,44.70000,10,80
2024-03-06T10:53:43+01:00,44,19.90000,44.70000,10,80
2024-03-06T10:54:06+01:00,45,20.10000,44.70000,10,80
2024-03-06T10:54:28+01:00,46,20.20000,44.30000,10,80
2024-03-06T10:54:50+01:00,47,20.10000,43.70000,10,80
2024-03-06T10:55:12+01:00,48,20.10000,43.70000,10,80
2024-03-06T10:55:34+01:00,49,20.20000,44.00000,10,80
2024-03-06T10:55:55+01:00,50,20.50000,43.90000,10,80
2024-03-06T10:56:17+01:00,51,20.40000,43.90000,10,80
2024-03-06T10:56:38+01:00,52,20.40000,43.50000,10,80
2024-03-06T10:57:01+01:00,53,20.50000,43.80000,10,80
2024-03-06T10:57:24+01:00,54,20.60000,43.90000,10,80
2024-03-06T10:57:46+01:00,55,20.70000,43.60000,10,80
2024-03-06T10:58:07+01:00,56,20.70000,43.50000,10,80
2024-03-06T10:58:29+01:00,57,20.70000,43.70000,10,80
2024-03-06T10:58:50+01:00,58,20.90000,43.60000,10,80
2024-03-06T10:59:12+01:00,59,20.70000,43.00000,10,80
2024-03-06T10:59:33+01:00,60,20.50000,43.10000,10,80
2024-03-06T10:59:54+01:00,61,20.60000,42.90000,10,80
2024-03-06T11:00:16+01:00,62,20.60000,43.00000,10,80
2024-03-06T11:00:37+01:00,63,20.40000,43.10000,10,80
2024-03-06T11:00:59+01:00,64,20.20000,42.90000,10,80
2024-03-06T11:01:20+01:00,65,20.40000,43.10000,10,80
2024-03-06T11:01:42+01:00,66,20.30000,43.50000,10,80
2024-03-06T11:02:03+01:00,67,20.40000,43.70000,10,80
2024-03-06T11:02:25+01:00,68,20.60000,43.80000,10,80
2024-03-06T11:02:47+01:00,69,20.70000,43.80000,10,80
2024-03-06T11:03:08+01:00,70,20.80000,43.80000,10,80
2024-03-06T11:03:30+01:00,71,21.00000,43.80000,10,80
2024-03-06T11:03:51+01:00,72,21.10000,43.50000,10,80
2024-03-06T11:04:13+01:00,73,20.60000,42.80000,10,80
2024-03-06T11:09:14+01:00,74,20.00000,41.00000,10,80
2024-03-06T11:09:33+01:00,75,20.10000,43.30000,10,80
2024-03-06T11:09:55+01:00,76,20.20000,43.30000,10,80
2024-03-06T11:10:16+01:00,77,20.00000,41.20000,10,80
2024-03-06T11:14:02+01:00,78,20.70000,43.20000,10,80
2024-03-06T11:14:23+01:00,79,20.10000,42.60000,10,80
2024-03-06T11:14:45+01:00,80,19.60000,42.60000,10,80
2024-03-06T11:15:06+01:00,81,19.40000,42.80000,10,80
2024-03-06T11:15:28+01:00,82,19.20000,42.70000,10,80
2024-03-06T11:15:49+01:00,83,19.00000,43.20000,10,80
2024-03-06T11:16:11+01:00,84,19.00000,43.50000,10,80
2024-03-06T11:16:32+01:00,85,19.10000,43.60000,10,80
2024-03-06T11:16:54+01:00,86,19.00000,43.40000,10,80
2024-03-06T11:17:15+01:00,87,19.00000,43.70000,10,80
2024-03-06T11:17:37+01:00,88,19.10000,43.90000,10,80
2024-03-06T11:17:58+01:00,89,19.10000,44.10000,10,80
2024-03-06T11:18:20+01:00,90,19.20000,43.90000,10,80
2024-03-06T11:18:41+01:00,91,19.00000,43.60000,10,80
