Time,ID,Temperature,Humidity,xpos,ypos
2024-03-28T09:38:00.331396495Z,1,19.363,50,290,50
2024-03-28T09:39:44.054414569Z,2,19.706,49,290,50
2024-03-28T09:40:44.180225189Z,3,19.744,47,290,50
2024-03-28T09:41:44.283787167Z,4,19.932,48,290,50
2024-03-28T09:43:44.519059149Z,5,20.145,47,290,50
2024-03-28T09:44:44.638024073Z,6,20.487,47,290,50
2024-03-28T09:45:44.748823260Z,7,20.964,46,290,50
2024-03-28T09:46:44.865741855Z,8,21.087,44,290,50
2024-03-28T09:48:45.103068150Z,9,21.576,44,290,50
2024-03-28T09:49:45.211547064Z,10,21.854,43,290,50
2024-03-28T09:50:45.328710548Z,11,22.104,43,290,50
2024-03-28T09:51:45.442677850Z,12,22.475,43,290,50
2024-03-28T09:52:45.563301769Z,13,22.724,41,290,50
2024-03-28T09:53:45.675944045Z,14,22.906,40,290,50
2024-03-28T09:54:45.796327648Z,15,23.172,40,290,50
2024-03-28T09:55:56.216320664Z,16,23.462,40,290,50
2024-03-28T09:56:46.023565128Z,17,23.64,39,290,50
2024-03-28T09:57:46.132193646Z,18,23.55,37,290,50
2024-03-28T09:58:46.255201735Z,19,23.455,37,290,50
2024-03-28T10:00:46.487582521Z,20,23.268,37,290,50
2024-03-28T10:01:46.595897135Z,21,23.099,37,290,50
2024-03-28T10:02:46.715501275Z,22,22.788,37,290,50
2024-03-28T10:03:46.832921586Z,23,22.761,37,290,50
2024-03-28T10:04:46.942355262Z,24,22.725,37,290,50
2024-03-28T10:05:47.058787260Z,25,22.574,38,290,50
2024-03-28T10:08:47.408893086Z,26,23.033,37,290,50
2024-03-28T10:09:47.519991289Z,27,22.972,36,290,50
2024-03-28T10:10:47.637221657Z,28,23.152,36,290,50
2024-03-28T10:11:47.748206860Z,29,23.229,36,290,50
2024-03-28T10:12:47.869323675Z,30,23.185,37,290,50
2024-03-28T10:14:57.350664414Z,31,23.168,35,290,50
2024-03-28T10:15:58.682657740Z,32,23.308,35,290,50
2024-03-28T10:16:48.329245049Z,33,23.014,35,290,50
2024-03-28T10:17:48.442356604Z,34,22.982,35,290,50
2024-03-28T10:19:57.575693551Z,35,22.988,35,290,50
2024-03-28T10:21:48.907761801Z,36,23.134,35,290,50
2024-03-28T10:24:26.504150903Z,37,23.44,35,290,50
2024-03-28T10:27:49.599409940Z,38,23.547,32,290,50
2024-03-28T10:28:49.708939874Z,39,23.04,33,290,50
2024-03-28T10:32:50.188131616Z,40,22.739,33,290,50
2024-03-28T10:38:09.850161274Z,41,22.322,35,290,50
2024-03-28T10:39:50.978457191Z,42,22.684,34,290,50
2024-03-28T10:43:51.433405932Z,43,22.534,33,290,50
2024-03-28T10:44:51.556364405Z,44,22.616,33,290,50
2024-03-28T10:46:51.791799646Z,45,22.454,33,290,50
2024-03-28T10:50:52.243409698Z,46,21.845,34,290,50
2024-03-28T10:52:52.479861977Z,47,21.56,35,290,50
2024-03-28T10:53:52.588411888Z,48,21.743,35,290,50
2024-03-28T10:55:52.816269176Z,49,21.664,35,290,50
2024-03-28T11:00:07.224332929Z,50,21.97,35,290,50
2024-03-28T11:01:53.515242244Z,51,22.075,36,290,50
2024-03-28T11:02:53.682937483Z,52,22.207,35,290,50
2024-03-28T11:05:53.972343278Z,53,22.105,35,290,50
2024-03-28T11:09:54.434606812Z,54,23.09,35,290,50
2024-03-28T11:12:54.785116374Z,55,22.958,34,290,50
2024-03-28T11:16:55.240504271Z,56,22.483,34,290,50
2024-03-28T11:19:19.943083800Z,57,22.343,35,290,50
2024-03-28T11:22:55.940666743Z,58,22.397,35,290,50
2024-03-28T11:23:56.046437749Z,59,22.608,35,290,50
2024-03-28T11:28:56.626095213Z,60,22.176,34,290,50
2024-03-28T11:33:57.197933758Z,61,21.561,34,290,50
2024-03-28T11:36:43.402604845Z,62,21.451,35,290,50
2024-03-28T11:41:17.293069693Z,63,20.872,35,290,50
2024-03-28T11:44:01.968883425Z,64,20.447,35,290,50
2024-03-28T11:44:58.480337891Z,65,20.835,35,290,50
2024-03-28T11:49:59.040220574Z,66,20.922,34,290,50
2024-03-28T11:50:59.160676157Z,67,20.931,34,290,50
2024-03-28T11:52:59.399466532Z,68,20.707,34,290,50
2024-03-28T11:53:59.500834516Z,69,20.465,34,290,50
2024-03-28T11:55:59.727486431Z,70,20.312,35,290,50
2024-03-28T11:57:45.346341267Z,71,20.294,35,290,50
2024-03-28T12:01:00.330768608Z,72,20.294,35,290,50
2024-03-28T12:06:00.893946820Z,73,20.765,35,290,50
2024-03-28T12:07:01.004261612Z,74,20.584,35,290,50
2024-03-28T12:12:01.579758255Z,75,20.286,36,290,50
2024-03-28T12:16:58.021751169Z,76,20.028,36,290,50
2024-03-28T12:25:12.061017925Z,77,20.304,35,290,50
2024-03-28T12:28:52.156379822Z,78,20.233,35,290,50
2024-03-28T12:31:03.761467591Z,79,19.789,35,290,50
2024-03-28T12:36:10.729000570Z,80,19.659,35,290,50
2024-03-28T12:38:04.567293769Z,81,19.852,34,290,50
2024-03-28T12:39:04.707011834Z,82,19.833,34,290,50
2024-03-28T12:40:04.815227088Z,83,19.867,34,290,50
2024-03-28T12:44:24.735787226Z,84,20.117,34,290,50
2024-03-28T12:46:05.509619005Z,85,20.188,34,290,50
2024-03-28T12:48:05.724522508Z,86,20.058,35,290,50
2024-03-28T12:51:06.069923137Z,87,19.925,34,290,50
2024-03-28T12:55:23.446374811Z,88,19.795,34,290,50
2024-03-28T12:57:06.763629309Z,89,19.648,35,290,50
2024-03-28T12:59:16.455313246Z,90,19.482,35,290,50
2024-03-28T13:01:07.242784518Z,91,19.401,36,290,50
2024-03-28T13:04:07.560234899Z,92,19.301,36,290,50
2024-03-28T13:05:07.683549716Z,93,19.357,36,290,50
2024-03-28T13:08:08.019959546Z,94,19.532,36,290,50
2024-03-28T13:13:08.606371731Z,95,19.436,36,290,50
2024-03-28T13:15:08.827765634Z,96,19.482,36,290,50
2024-03-28T13:16:08.945024093Z,97,19.495,36,290,50
2024-03-28T13:18:09.174712375Z,98,19.299,36,290,50
2024-03-28T13:19:09.314945924Z,99,19.288,36,290,50
2024-03-28T13:21:09.524074980Z,100,19.347,36,290,50
2024-03-28T13:23:09.759331373Z,101,19.254,37,290,50
2024-03-28T13:24:09.868310447Z,102,19.218,37,290,50
2024-03-28T13:29:10.450335729Z,103,18.952,37,290,50
2024-03-28T13:32:10.793062719Z,104,18.706,38,290,50
2024-03-28T13:37:11.366893374Z,105,18.687,38,290,50
2024-03-28T13:38:11.482620383Z,106,18.554,38,290,50
2024-03-28T13:42:02.837580518Z,107,18.449,37,290,50
2024-03-28T13:48:12.631748078Z,108,18.312,38,290,50
2024-03-28T13:49:12.778642364Z,109,18.324,38,290,50
2024-03-28T13:53:13.212687533Z,110,18.387,38,290,50
2024-03-28T13:54:13.328190940Z,111,18.404,38,290,50
2024-03-28T13:56:41.647986902Z,112,18.471,39,290,50
2024-03-28T14:00:14.020662393Z,113,18.435,39,290,50
2024-03-28T14:04:14.478785428Z,114,18.56,38,290,50
2024-03-28T14:08:14.925964065Z,115,18.65,38,290,50
2024-03-28T14:12:15.402901543Z,116,18.834,37,290,50
2024-03-28T14:16:15.857140292Z,117,19.033,37,290,50
2024-03-28T14:20:28.236736452Z,118,19.102,37,290,50
2024-03-28T14:23:12.908425602Z,119,19.337,37,290,50
2024-03-28T14:26:53.024111010Z,120,19.335,37,290,50
2024-03-28T14:30:17.493472905Z,121,19.719,37,290,50
2024-03-28T14:32:17.709671224Z,122,19.748,37,290,50
2024-03-28T14:42:25.607834874Z,123,19.041,37,290,50
2024-03-28T14:45:10.279482752Z,124,18.897,38,290,50
2024-03-28T14:48:19.554187417Z,125,18.679,38,290,50
2024-03-28T14:49:19.659859700Z,126,18.727,38,290,50
2024-03-28T14:54:20.232308884Z,127,18.662,38,290,50
2024-03-28T14:57:20.586337783Z,128,18.752,39,290,50
