Time,ID,Temperature,Humidity,xpos,ypos
2024-03-27T09:15:38.245205499Z,1,0,0,10,90
2024-03-27T09:45:38.328429010Z,2,0,0,10,90
2024-03-27T09:55:38.365553104Z,3,0,0,10,90
2024-03-27T10:05:38.427697440Z,4,0,0,10,90
2024-03-27T10:15:38.433714031Z,5,0,0,10,90
2024-03-27T10:25:38.466821294Z,6,0,0,10,90
2024-03-28T09:13:28.759459122Z,7,0,0,10,90
2024-03-28T09:23:28.789945294Z,8,0,0,10,90
2024-03-28T09:33:28.820441159Z,9,0,0,10,90
2024-03-28T09:53:28.884945528Z,10,0,0,10,90
2024-03-28T10:13:28.948621650Z,11,0,0,10,90
2024-03-28T10:33:29.040580905Z,12,0,0,10,90
2024-03-28T10:53:29.088489209Z,13,0,0,10,90
2024-03-28T11:13:29.148410098Z,14,0,0,10,90
2024-03-28T11:43:29.240773301Z,15,0,0,10,90
2024-03-28T12:13:29.345852657Z,16,0,0,10,90
2024-03-28T12:23:29.371182127Z,17,0,0,10,90
2024-03-28T12:33:29.429309606Z,18,0,0,10,90
2024-03-28T12:53:29.483240040Z,19,0,0,10,90
2024-03-28T13:03:29.501999753Z,20,0,0,10,90
2024-03-28T13:13:29.541904871Z,21,0,0,10,90
2024-03-28T13:33:29.640522328Z,22,0,0,10,90
2024-03-28T13:53:29.671419588Z,23,0,0,10,90
2024-03-28T14:13:29.737042847Z,24,0,0,10,90
2024-03-28T14:23:29.778798772Z,25,0,0,10,90
2024-03-28T14:33:29.798380376Z,26,0,0,10,90
2024-03-28T14:43:38.756650367Z,27,0,0,10,90
2024-03-28T14:53:29.869671238Z,28,0,0,10,90
2024-03-28T15:03:40.474083569Z,29,0,0,10,90
2024-03-28T15:13:29.947582265Z,30,0,0,10,90
2024-03-28T15:23:29.968373434Z,31,0,0,10,90
2024-03-28T15:33:30.003919394Z,32,0,0,10,90
2024-03-28T15:43:30.058492686Z,33,0,0,10,90
2024-03-28T15:53:39.532851434Z,34,0,0,10,90
2024-03-28T16:03:40.188239459Z,35,0,0,10,90
2024-03-28T16:23:39.465077561Z,36,0,0,10,90
2024-03-28T16:33:40.433227565Z,37,0,0,10,90
2024-03-28T16:43:38.939892151Z,38,0,0,10,90
2024-03-28T16:53:40.180162388Z,39,0,0,10,90
2024-03-28T17:03:30.304654037Z,40,0,0,10,90
2024-03-28T17:13:30.346833358Z,41,0,0,10,90
2024-03-28T17:23:30.360485264Z,42,0,0,10,90
2024-03-28T17:33:30.399045684Z,43,0,0,10,90
2024-03-28T17:43:30.428827212Z,44,0,0,10,90
2024-03-28T17:53:30.496504454Z,45,0,0,10,90
2024-03-28T18:03:30.512102163Z,46,0,0,10,90
2024-03-28T18:13:30.534030002Z,47,0,0,10,90
2024-03-28T18:23:30.574426531Z,48,0,0,10,90
2024-03-28T18:33:30.608717215Z,49,0,0,10,90
2024-03-28T18:43:41.106579082Z,50,0,0,10,90
2024-03-28T18:53:40.408305583Z,51,0,0,10,90
2024-03-28T19:03:30.736448509Z,52,0,0,10,90
2024-03-28T19:13:30.747725984Z,53,0,0,10,90
2024-03-28T19:23:30.775476544Z,54,0,0,10,90
2024-03-28T19:33:30.836665885Z,55,0,0,10,90
2024-03-28T19:43:30.876577208Z,56,0,0,10,90
2024-03-28T19:53:30.880684148Z,57,0,0,10,90
2024-03-28T20:03:30.913234828Z,58,0,0,10,90
2024-03-28T20:13:30.968005952Z,59,0,0,10,90
2024-03-28T20:23:30.983843733Z,60,0,0,10,90
2024-03-28T20:43:31.060889699Z,61,0,0,10,90
