Time,ID,Temperature,Humidity,xpos,ypos
2024-03-27T08:55:28.661556708Z,1,22.454,30,150,50
2024-03-27T09:05:28.695428624Z,2,23.304,29,150,50
2024-03-27T09:15:28.874659330Z,3,23.778,29,150,50
2024-03-27T09:25:28.739773288Z,4,24.194,29,150,50
2024-03-27T09:35:28.764693051Z,5,24.455,30,150,50
2024-03-27T09:45:28.793535009Z,6,24.733,30,150,50
2024-03-27T09:55:28.830102537Z,7,25.104,29,150,50
2024-03-27T10:15:28.891184902Z,8,25.13,29,150,50
2024-03-27T10:25:28.927530098Z,9,25.143,29,150,50
2024-03-28T09:33:47.374680324Z,10,17.108,51,150,50
2024-03-28T09:43:47.559288014Z,11,18.601,45,150,50
2024-03-28T09:53:47.425002960Z,12,21.574,38,150,50
2024-03-28T10:03:47.515154335Z,13,21.011,36,150,50
2024-03-28T10:13:47.487827376Z,14,21.679,35,150,50
2024-03-28T10:33:47.565593346Z,15,21.799,31,150,50
2024-03-28T10:53:47.611901650Z,16,20.399,34,150,50
2024-03-28T11:03:47.636319952Z,17,20.543,34,150,50
2024-03-28T11:13:47.673592547Z,18,20.844,32,150,50
2024-03-28T11:23:47.707068785Z,19,21.018,33,150,50
2024-03-28T11:33:47.782679824Z,20,20.239,33,150,50
2024-03-28T11:43:47.759158676Z,21,19.559,33,150,50
2024-03-28T11:44:31.536501038Z,22,19.57,33,150,50
2024-03-28T11:54:31.582643506Z,23,19.01,33,150,50
2024-03-28T12:04:31.643038525Z,24,20.125,32,150,50
2024-03-28T12:14:31.630249713Z,25,19.194,33,150,50
2024-03-28T12:24:31.653269684Z,26,19.418,33,150,50
2024-03-28T12:34:31.683476177Z,27,18.631,33,150,50
2024-03-28T13:04:31.785666086Z,28,18.394,34,150,50
2024-03-28T13:14:31.813096897Z,29,18.382,34,150,50
2024-03-28T13:34:31.865238895Z,30,17.621,36,150,50
2024-03-28T13:44:31.899482367Z,31,17.262,36,150,50
2024-03-28T13:54:31.934389193Z,32,17.36,36,150,50
2024-03-28T14:14:31.988770173Z,33,17.88,35,150,50
2024-03-28T14:24:32.018116828Z,34,18.153,35,150,50
2024-03-28T14:34:32.052678768Z,35,18.394,34,150,50
2024-03-28T14:44:32.085246603Z,36,17.803,36,150,50
2024-03-28T14:54:40.858454533Z,37,17.652,37,150,50
2024-03-28T15:04:42.219523156Z,38,17.444,38,150,50
2024-03-28T15:14:32.174485922Z,39,17.313,39,150,50
2024-03-28T15:24:32.196155724Z,40,17.259,39,150,50
2024-03-28T15:34:32.235071229Z,41,17.377,39,150,50
2024-03-28T15:44:32.254794243Z,42,17.425,39,150,50
2024-03-28T15:54:32.289963603Z,43,16.662,41,150,50
2024-03-28T16:04:32.322616836Z,44,16.336,42,150,50
2024-03-28T16:14:32.360719863Z,45,16.42,41,150,50
2024-03-28T16:24:32.376112607Z,46,16.391,41,150,50
2024-03-28T16:34:31.658134783Z,47,16.176,43,150,50
2024-03-28T16:54:31.715610574Z,48,15.881,45,150,50
2024-03-28T17:04:31.748881823Z,49,15.823,45,150,50
2024-03-28T17:14:31.779797852Z,50,15.777,45,150,50
2024-03-28T17:34:31.841647170Z,51,15.702,44,150,50
2024-03-28T17:54:31.909558287Z,52,15.546,45,150,50
2024-03-28T18:04:31.929695167Z,53,15.378,49,150,50
2024-03-28T18:14:31.967817331Z,54,15.105,51,150,50
2024-03-28T18:24:31.986139466Z,55,14.88,53,150,50
2024-03-28T18:34:32.025267603Z,56,14.12,66,150,50
2024-03-28T18:44:41.900660950Z,57,13.155,79,150,50
2024-03-28T18:54:32.092230117Z,58,12.183,81,150,50
2024-03-28T19:04:32.123927300Z,59,11.657,88,150,50
2024-03-28T19:14:32.154919865Z,60,11.515,87,150,50
2024-03-28T19:24:32.179967013Z,61,11.416,86,150,50
